"STATION","NAME","DATE","TAVG"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-10","21.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-11","23.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-12","22.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-13","24.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-14","26.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-15","24.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-16","25.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-17","25.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-18","24.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-19","21.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-20","20.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-21","15.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-22","17.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-23","20.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-24","17.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-25","8.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-26","10.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-27","10.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-28","14.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-29","13.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-09-30","15.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-01","14.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-02","11.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-03","10.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-04","12.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-05","14.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-06","15.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-07","16.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-08","15.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-09","16.7"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-10","15.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-11","10.8"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-12","10.6"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-13","11.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-14","8.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-15","9.4"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-16","9.3"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-17","9.2"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-18","10.5"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-19","13.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-20","16.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-21","19.1"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-22","17.9"
"FR000007630","TOULOUSE BLAGNAC, FR","2020-10-23","15.2"
